N,time
8,0.000004
8,0.000005
8,0.000005
8,0.000004
8,0.000005
8,0.000004
8,0.000004
8,0.000005
8,0.000005
8,0.000004
8,0.000004
8,0.000005
8,0.000004
8,0.000005
8,0.000004
8,0.000004
8,0.000005
8,0.000004
8,0.000004
8,0.000005
8,0.000005
8,0.000005
8,0.000004
8,0.000004
8,0.000005
8,0.000004
8,0.000005
8,0.000004
8,0.000004
8,0.000005
8,0.000004
8,0.000004
8,0.000005
8,0.000004
8,0.000066
8,0.000005
8,0.000004
8,0.000005
8,0.000060
8,0.000004
8,0.000005
8,0.000004
8,0.000004
8,0.000005
8,0.000004
8,0.000060
8,0.000004
8,0.000005
8,0.000005
8,0.000064
8,0.000004
8,0.000005
8,0.000005
8,0.000071
8,0.000005
8,0.000005
8,0.000005
8,0.000063
8,0.000005
8,0.000005
8,0.000004
8,0.000061
8,0.000005
8,0.000004
8,0.000005
8,0.000061
8,0.000004
8,0.000005
8,0.000005
8,0.000062
16,0.000094
16,0.000070
